sketch_type,k,n_trial,estimate
bucket_expo_alt_abs_k=k/2_kh=k/2,64,1,1.5d820499623b7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,2,1.8c743f143485ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,3,1.bdc593bbbd78cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,4,1.89bfc7f7110b8p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,5,1.61c72063c951ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,6,1.974b22203268p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,7,1.6ec952f90525ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,8,1.8e5dcab60918ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,9,1.a5078752a1ff9p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,10,1.85f37f7118149p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,11,1.9b73740f47646p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,12,1.87e0e2b5b392ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,13,1.639681d456b89p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,14,1.604e360737e7dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,15,1.6c23afa17337p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,16,1.61311b24d5428p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,17,1.5f9761ff495bfp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,18,1.92732d5a0da05p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,19,1.7eca17e6cbdfdp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,20,1.9cc161e7d2386p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,21,1.a8426c4befa6cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,22,1.6ab1d2779dd2ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,23,1.8a12d8db4959ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,24,1.768ba71fbe6b4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,25,1.9be1cc58f9fa2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,26,1.c8af4e44afa07p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,27,1.97586c020f03p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,28,1.af7b976a80769p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,29,1.ba4b0e98b0229p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,64,30,1.8dd0d71757d92p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,1,1.a15c7c41f60b3p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,2,1.d223c1fbcd4cdp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,3,1.c2bba91b2b369p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,4,1.70c35ba7bbdf4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,5,1.64840c6bc895fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,6,1.dab41592256e5p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,7,1.1537eb6009804p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,128,8,1.4dfdc18dcc275p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,9,1.1458524c86aaap+53
bucket_expo_alt_abs_k=k/2_kh=k/2,128,10,1.7bcfe63452ab7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,11,1.b4ab6c5c2bdc7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,12,1.b159e76d21df4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,13,1.68aaa03cbba76p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,14,1.8a1e68ed8be18p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,15,1.bd835422a002cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,16,1.9d547c82cfae2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,17,1.7b66f2936114fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,18,1.f7a6aa210d2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,19,1.8ea692e0d3845p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,20,1.9de027a8c1746p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,21,1.9b481bdb7c07ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,22,1.9c9837a0bc82cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,23,1.090c0ffc2bc7fp+53
bucket_expo_alt_abs_k=k/2_kh=k/2,128,24,1.bd8a809c46e3dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,25,1.948fd3f63e49fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,26,1.88504d83a936dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,27,1.78ba88de97664p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,28,1.70bac4d130846p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,29,1.c35f501029493p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,128,30,1.ab37e8c246032p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,1,1.684c672969f2fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,2,1.7e45139bc54a6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,3,1.e198c28bbb145p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,4,1.990e7ab43288p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,5,1.7991946505976p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,6,1.d0b686adc54p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,7,1.6a865906580eap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,8,1.e62ce7db44e72p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,9,1.7426f1ef12b02p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,10,1.02264c09da2d2p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,256,11,1.beb04c9276647p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,12,1.954d92499ad79p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,13,1.a9c8676157bc3p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,14,1.ee8ee8f783fabp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,15,1.05ccc5cb53e73p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,256,16,1.8b6836498f1f6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,17,1.9a252482fb9cap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,18,1.d98d1e5cc4714p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,19,1.f40f329d74304p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,20,1.9180217de2aa6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,21,1.faaaac0885304p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,22,1.16dcd6bdf6662p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,256,23,1.9ed086c48b30dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,24,1.f3ce142a73768p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,25,1.802c622134184p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,26,1.7a6b5a021b0dbp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,27,1.f7d7c113c0851p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,28,1.d2ddfc69cfd52p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,29,1.ab235bef189e4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,256,30,1.615efa81d65f6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,1,1.79b49f5ba18ddp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,2,1.6627176b7369ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,3,1.94c21a846fd93p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,4,1.7984199955e3ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,5,1.bd0d31294a56bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,6,1.8770f090fc98cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,7,1.0aaec6f48e926p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,512,8,1.bb2a01061063p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,9,1.9c176f86f5c9cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,10,1.d43f97ee1bbe1p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,11,1.5447e48d2d07ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,12,1.6d22d4d28231p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,13,1.69d65c79c6553p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,14,1.6d3163d50c59bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,15,1.5dbd1bc3e3d4dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,16,1.9070456b0856bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,17,1.862730087e926p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,18,1.a48c7407430acp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,19,1.60610e8640c61p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,20,1.c26e82765b353p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,21,1.91fd6157102c8p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,22,1.6d5bb13d0a4e6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,23,1.81d88564a9359p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,24,1.eed3d9c4fdb88p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,25,1.a40914e9a8051p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,26,1.aae92e84b6598p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,27,1.ac2cf4603d092p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,28,1.9bd855875da0ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,29,1.fdba50d6e1eb7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,512,30,1.9aaa8a3633085p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,1,1.9bfb5a084f6cep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,2,1.c6688793a77bap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,3,1.94346accadf66p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,4,1.6946cbbc5588bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,5,1.9ea773e17ce3cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,6,1.7f65c42997c61p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,7,1.ae489b9438774p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,8,1.04f27562eab42p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,9,1.b17b362c5939ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,10,1.75368548a55a2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,11,1.776eaa9186968p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,12,1.b3c3217232acep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,13,1.e7082561e7574p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,14,1.b5c7ab2f55955p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,15,1.7e61e541c3cabp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,16,1.9bec0f1a1472ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,17,1.8de1f398af23ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,18,1.f98c60f24f42fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,19,1.ce7121855b3dcp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,20,1.934050b7c2c59p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,21,1.974be8ac3c209p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,22,1.702acda763097p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,23,1.a35b0ea17b39bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,24,1.5188eb3ef7b69p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,25,1.957a859324c43p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,26,1.61ebf3abc6c15p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,27,1.b0d72ff6ac652p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,28,1.8736231d1e18cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,29,1.03a4847b34ecep+53
bucket_expo_alt_abs_k=k/2_kh=k/2,1024,30,1.9224b314958aap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,1,1.96a1ed0c5a5cbp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,2,1.8ef1795ddb899p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,3,1.6bd8664bbae5dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,4,1.9be4fdb72ef79p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,5,1.f8a2e218c694cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,6,1.f24093b139422p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,7,1.86aa8358687b4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,8,1.7406ca0b6494ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,9,1.b522ba0d8457fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,10,1.9bebb4a3b0469p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,11,1.e64658c04e0cep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,12,1.6cd3ac11dfe75p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,13,1.600a6a2234748p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,14,1.64e534a5ea19cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,15,1.6938467edca52p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,16,1.5c204a9231edbp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,17,1.ad8df84bf7542p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,18,1.7b768baf6c839p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,19,1.5faa3dbd9e81cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,20,1.9707bbc1b74c2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,21,1.57bf7227beea1p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,22,1.7099969099995p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,23,1.8cfd0ec1a8e1ep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,24,1.62dbe44e32933p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,25,1.ddd08f0fabc52p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,26,1.010ca203b9711p+53
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,27,1.4384c8a0ca1e9p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,28,1.057878174db9dp+53
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,29,1.8ba179a2c0147p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,2048,30,1.8ab7b55a0eb41p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,1,1.c7534d453ff92p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,2,1.93a5d90c2111ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,3,1.444a51587a39p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,4,1.72e42e04cb318p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,5,1.b1a10062c20a6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,6,1.993b6bb74365dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,7,1.733e43ab4e297p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,8,1.627bbc6851ea5p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,9,1.91dc69defbecep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,10,1.f6a08527ca6d7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,11,1.93a43b55af984p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,12,1.945ed5757aa92p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,13,1.6ccd8128a4d22p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,14,1.4d10cbd2c4e81p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,15,1.8b41dca708d68p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,16,1.584cd88829bdcp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,17,1.96fe94baa2a8p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,18,1.71cdaca786934p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,19,1.98929d5c78a0ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,20,1.9e9a8b4a553p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,21,1.020838174f8afp+53
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,22,1.5d6f5200e901dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,23,1.fcbf9c1b7cd11p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,24,1.52ba45366dd18p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,25,1.4b6c7df7233dep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,26,1.e1858762a79a2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,27,1.a515a2691b78fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,28,1.5c2d28309435cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,29,1.8a9eb8769357dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,4096,30,1.b34dae87277b3p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,1,1.6349175228963p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,2,1.408220d88aba2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,3,1.372ae2a087696p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,4,1.2df3adc6d8b38p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,5,1.66f600887a756p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,6,1.a6c3f0b0e412p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,7,1.48e6095aaa069p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,8,1.c10093c40d1edp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,9,1.ab11d80996f28p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,10,1.59cadce7dd4b8p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,11,1.36a65dabb6354p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,12,1.3561660e27825p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,13,1.49d07b8c1cd01p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,14,1.3d4ad31a394p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,15,1.8e805fa96406cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,16,1.69a1317379ebap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,17,1.8b1b6d68cbf71p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,18,1.8cac4b37d737bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,19,1.29ab6db27482bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,20,1.6548699b5abb3p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,21,1.3a621cc99658fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,22,1.3eea41b78c2d7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,23,1.72fe4f018fd4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,24,1.af316428aa18bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,25,1.688a173812fbcp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,26,1.2a97b900b282cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,27,1.3fb354ca0b595p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,28,1.589720cd9a92cp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,29,1.667ef7a2e64f2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,8192,30,1.23b90e0715e94p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,1,1.0bbcb2defc50ap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,2,1.252ada23f8e7bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,3,1.265d33e83ffd9p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,4,1.2af12bd00c9f7p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,5,1.29df428bc1e5bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,6,1.3f1af8803576fp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,7,1.5f3b9f0586064p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,8,1.059452c5dc4adp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,9,1.30ed8cd767fbcp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,10,1.3d5c063255967p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,11,1.01d79b98ff7e9p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,12,1.39dcb0abb9ca4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,13,1.3c988cb7f79a4p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,14,1.379ae46b00ebap+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,15,1.2b395cb377bc6p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,16,1.3c0d104959481p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,17,1.462d6093423c2p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,18,1.2afb9c55ad606p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,19,1.11be8a8206cbcp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,20,1.2e9257755304p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,21,1.2ea1d681c632dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,22,1.2d3b2ebe44c92p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,23,1.38be1e1dd37d1p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,24,1.e7e4fff38c847p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,25,1.064e0f843b5c8p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,26,1.18e811dff31bp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,27,1.f955ad9b00d57p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,28,1.ddf94de0b3016p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,29,1.18614750f881dp+52
bucket_expo_alt_abs_k=k/2_kh=k/2,16384,30,1.3027c74ac8f15p+52
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,1,1.9b6dceac3a54p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,2,1.ede5242d6b9bbp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,3,1.46ba1caa8a10cp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,4,1.3ac48fdfbcd26p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,5,1.ba867f24846d7p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,6,1.9d2d7c1d6c5c1p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,7,1.babeda073b7ebp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,8,1.2f81f0a64ce67p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,9,1.4bc59111e815ap+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,10,1.449c070c9a6dcp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,11,1.723c009846ceep+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,12,1.8043c10905c79p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,13,1.d88ba9fcd6986p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,14,1.ab5ff9eeb247dp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,15,1.4b63dd5fa05b3p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,16,1.4bb8cd35e8d86p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,17,1.b3027acad27ep+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,18,1.b563a9bb4b505p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,19,1.46665cba6b96ep+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,20,1.55a167c386cdap+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,21,1.3805a58829c03p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,22,1.9b0c876588a9ep+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,23,1.b0a48566095fcp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,24,1.788548515e6cfp+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,25,1.70d0b6822790ap+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,26,1.04260212465fep+52
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,27,1.bfef4d0b3f9dap+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,28,1.65b08d478364p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,29,1.a8185d9d2f6f5p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,32768,30,1.efc78919dd7a1p+51
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,1,1.93f72f6db564fp+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,2,1.76af63da72a29p+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,3,1.9ed77bdd94e31p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,4,1.d3c4c46c33ff7p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,5,1.07b7776cdebcp+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,6,1.60e7d7bd6c58bp+49
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,7,1.bf7542260cc09p+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,8,1.3cc9e604f05cfp+50
bucket_expo_alt_abs_k=k/2_kh=k/2,65536,9,1.61593ea450e35p+50
