sketch_type,k,n_trial,estimate
cond_bucket_linear_exact_k=1_kh=k,65536,12,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,13,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,14,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,15,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,16,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,17,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,18,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,19,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,20,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,21,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,22,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,23,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,24,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,25,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,26,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,27,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,28,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,29,1.c646cd2404f64p+49
cond_bucket_linear_exact_k=1_kh=k,65536,30,1.c646cd2404f64p+49
cond_bucket_linear_rel_k=1_kh=k,64,1,1.c645a9cb0982dp+49
cond_bucket_linear_rel_k=1_kh=k,64,2,1.c645b261faa42p+49
cond_bucket_linear_rel_k=1_kh=k,64,3,1.c645a2e2b2b13p+49
cond_bucket_linear_rel_k=1_kh=k,64,4,1.c645af2b32a1fp+49
cond_bucket_linear_rel_k=1_kh=k,64,5,1.c645aa6f1b8c8p+49
cond_bucket_linear_rel_k=1_kh=k,64,6,1.c645b80631888p+49
cond_bucket_linear_rel_k=1_kh=k,64,7,1.c645b2caee9ffp+49
cond_bucket_linear_rel_k=1_kh=k,64,8,1.c645a3e5bd2a8p+49
cond_bucket_linear_rel_k=1_kh=k,64,9,1.c645ba6c482b4p+49
cond_bucket_linear_rel_k=1_kh=k,64,10,1.c645baaa8eeb9p+49
cond_bucket_linear_rel_k=1_kh=k,64,11,1.c645b161e99abp+49
cond_bucket_linear_rel_k=1_kh=k,64,12,1.c645b00b0c6ep+49
cond_bucket_linear_rel_k=1_kh=k,64,13,1.c645b08863d4bp+49
cond_bucket_linear_rel_k=1_kh=k,64,14,1.c645a6b48e623p+49
cond_bucket_linear_rel_k=1_kh=k,64,15,1.c645b4da36931p+49
cond_bucket_linear_rel_k=1_kh=k,64,16,1.c645adb7112d1p+49
cond_bucket_linear_rel_k=1_kh=k,64,17,1.c645b2ec19db8p+49
cond_bucket_linear_rel_k=1_kh=k,64,18,1.c645a68b98b8bp+49
cond_bucket_linear_rel_k=1_kh=k,64,19,1.c645af459facdp+49
cond_bucket_linear_rel_k=1_kh=k,64,20,1.c645b30101c89p+49
cond_bucket_linear_rel_k=1_kh=k,64,21,1.c645b6b651604p+49
cond_bucket_linear_rel_k=1_kh=k,64,22,1.c645a9b6012abp+49
cond_bucket_linear_rel_k=1_kh=k,64,23,1.c645ba28aa731p+49
cond_bucket_linear_rel_k=1_kh=k,64,24,1.c645aff28135cp+49
cond_bucket_linear_rel_k=1_kh=k,64,25,1.c645b2d0603dp+49
cond_bucket_linear_rel_k=1_kh=k,64,26,1.c645ad613a2d5p+49
cond_bucket_linear_rel_k=1_kh=k,64,27,1.c645ab9498f16p+49
cond_bucket_linear_rel_k=1_kh=k,64,28,1.c645ac997c3p+49
cond_bucket_linear_rel_k=1_kh=k,64,29,1.c645b91b4ab07p+49
cond_bucket_linear_rel_k=1_kh=k,64,30,1.c645b43e0832ep+49
cond_bucket_linear_rel_k=1_kh=k,128,1,1.c645c1a02c5a1p+49
cond_bucket_linear_rel_k=1_kh=k,128,2,1.c6460d3e3b4c6p+49
cond_bucket_linear_rel_k=1_kh=k,128,3,1.c645c13524735p+49
cond_bucket_linear_rel_k=1_kh=k,128,4,1.c6460a7046b37p+49
cond_bucket_linear_rel_k=1_kh=k,128,5,1.c6460b12cc70fp+49
cond_bucket_linear_rel_k=1_kh=k,128,6,1.c6460bdd5e71cp+49
cond_bucket_linear_rel_k=1_kh=k,128,7,1.c64608b241fb2p+49
cond_bucket_linear_rel_k=1_kh=k,128,8,1.c64613c18c902p+49
cond_bucket_linear_rel_k=1_kh=k,128,9,1.c6460c632be4p+49
cond_bucket_linear_rel_k=1_kh=k,128,10,1.c6460e793a947p+49
cond_bucket_linear_rel_k=1_kh=k,128,11,1.c6460c7f3d141p+49
cond_bucket_linear_rel_k=1_kh=k,128,12,1.c64609d423e3p+49
cond_bucket_linear_rel_k=1_kh=k,128,13,1.c646106a791f8p+49
cond_bucket_linear_rel_k=1_kh=k,128,14,1.c646091ea4e71p+49
cond_bucket_linear_rel_k=1_kh=k,128,15,1.c646104fccbebp+49
cond_bucket_linear_rel_k=1_kh=k,128,16,1.c6460c3b9bbc4p+49
cond_bucket_linear_rel_k=1_kh=k,128,17,1.c6460ed2b1ffdp+49
cond_bucket_linear_rel_k=1_kh=k,128,18,1.c64612314b201p+49
cond_bucket_linear_rel_k=1_kh=k,128,19,1.c64606916cdd1p+49
cond_bucket_linear_rel_k=1_kh=k,128,20,1.c645c3c48b7d1p+49
cond_bucket_linear_rel_k=1_kh=k,128,21,1.c6460ff7921bap+49
cond_bucket_linear_rel_k=1_kh=k,128,22,1.c6460836c9b6ap+49
cond_bucket_linear_rel_k=1_kh=k,128,23,1.c64607f5f33f1p+49
cond_bucket_linear_rel_k=1_kh=k,128,24,1.c64612c680a9dp+49
cond_bucket_linear_rel_k=1_kh=k,128,25,1.c6460a690587p+49
cond_bucket_linear_rel_k=1_kh=k,128,26,1.c645c6c62fc4p+49
cond_bucket_linear_rel_k=1_kh=k,128,27,1.c6460caa4cccbp+49
cond_bucket_linear_rel_k=1_kh=k,128,28,1.c6460bcecbfbfp+49
cond_bucket_linear_rel_k=1_kh=k,128,29,1.c646108e171a3p+49
cond_bucket_linear_rel_k=1_kh=k,128,30,1.c6460c94585b4p+49
cond_bucket_linear_rel_k=1_kh=k,256,1,1.c6463726c8fc7p+49
cond_bucket_linear_rel_k=1_kh=k,256,2,1.c64637bedce11p+49
cond_bucket_linear_rel_k=1_kh=k,256,3,1.c64636f23b94ap+49
cond_bucket_linear_rel_k=1_kh=k,256,4,1.c64637bc14781p+49
cond_bucket_linear_rel_k=1_kh=k,256,5,1.c64636e8e58c3p+49
cond_bucket_linear_rel_k=1_kh=k,256,6,1.c646331a7d623p+49
cond_bucket_linear_rel_k=1_kh=k,256,7,1.c646344743a47p+49
cond_bucket_linear_rel_k=1_kh=k,256,8,1.c646368cf7b5ep+49
cond_bucket_linear_rel_k=1_kh=k,256,9,1.c64635ddb852ap+49
cond_bucket_linear_rel_k=1_kh=k,256,10,1.c64636aec17cp+49
cond_bucket_linear_rel_k=1_kh=k,256,11,1.c646360e1feadp+49
cond_bucket_linear_rel_k=1_kh=k,256,12,1.c646324578452p+49
cond_bucket_linear_rel_k=1_kh=k,256,13,1.c64633b9e7ddfp+49
cond_bucket_linear_rel_k=1_kh=k,256,14,1.c64635647aaabp+49
cond_bucket_linear_rel_k=1_kh=k,256,15,1.c64635dfa90fbp+49
cond_bucket_linear_rel_k=1_kh=k,256,16,1.c646334d7602p+49
cond_bucket_linear_rel_k=1_kh=k,256,17,1.c64634650ba1bp+49
cond_bucket_linear_rel_k=1_kh=k,256,18,1.c6463607a492bp+49
cond_bucket_linear_rel_k=1_kh=k,256,19,1.c64635a0e5732p+49
cond_bucket_linear_rel_k=1_kh=k,256,20,1.c64635290da4dp+49
cond_bucket_linear_rel_k=1_kh=k,256,21,1.c646364acb259p+49
cond_bucket_linear_rel_k=1_kh=k,256,22,1.c64636c4a211ap+49
cond_bucket_linear_rel_k=1_kh=k,256,23,1.c64633fecf4aap+49
cond_bucket_linear_rel_k=1_kh=k,256,24,1.c64637540e8ddp+49
cond_bucket_linear_rel_k=1_kh=k,256,25,1.c646370c627c9p+49
cond_bucket_linear_rel_k=1_kh=k,256,26,1.c646353b18c32p+49
cond_bucket_linear_rel_k=1_kh=k,256,27,1.c64635c54efd8p+49
cond_bucket_linear_rel_k=1_kh=k,256,28,1.c64633ffc2813p+49
cond_bucket_linear_rel_k=1_kh=k,256,29,1.c64635643e218p+49
cond_bucket_linear_rel_k=1_kh=k,256,30,1.c646370647608p+49
cond_bucket_linear_rel_k=1_kh=k,512,1,1.c64686d7e05aep+49
cond_bucket_linear_rel_k=1_kh=k,512,2,1.c646898091566p+49
cond_bucket_linear_rel_k=1_kh=k,512,3,1.c6468a639aacbp+49
cond_bucket_linear_rel_k=1_kh=k,512,4,1.c6468a2fe3731p+49
cond_bucket_linear_rel_k=1_kh=k,512,5,1.c6468acc54b89p+49
cond_bucket_linear_rel_k=1_kh=k,512,6,1.c64688ed30417p+49
cond_bucket_linear_rel_k=1_kh=k,512,7,1.c64687c41823ep+49
cond_bucket_linear_rel_k=1_kh=k,512,8,1.c64684d1fff34p+49
cond_bucket_linear_rel_k=1_kh=k,512,9,1.c646872083e4cp+49
cond_bucket_linear_rel_k=1_kh=k,512,10,1.c64687de81bc9p+49
cond_bucket_linear_rel_k=1_kh=k,512,11,1.c6468465fdec4p+49
cond_bucket_linear_rel_k=1_kh=k,512,12,1.c646865cb33bdp+49
cond_bucket_linear_rel_k=1_kh=k,512,13,1.c6468803e22ap+49
cond_bucket_linear_rel_k=1_kh=k,512,14,1.c64688ab18dc1p+49
cond_bucket_linear_rel_k=1_kh=k,512,15,1.c6468533b5ae4p+49
cond_bucket_linear_rel_k=1_kh=k,512,16,1.c64686da9ab6ep+49
cond_bucket_linear_rel_k=1_kh=k,512,17,1.c64688f8dba71p+49
cond_bucket_linear_rel_k=1_kh=k,512,18,1.c6468a99251bfp+49
cond_bucket_linear_rel_k=1_kh=k,512,19,1.c64686718a6b4p+49
cond_bucket_linear_rel_k=1_kh=k,512,20,1.c6468a6777825p+49
cond_bucket_linear_rel_k=1_kh=k,512,21,1.c64683f538c43p+49
cond_bucket_linear_rel_k=1_kh=k,512,22,1.c6468b06f5825p+49
cond_bucket_linear_rel_k=1_kh=k,512,23,1.c6468ace65dbdp+49
cond_bucket_linear_rel_k=1_kh=k,512,24,1.c646885687316p+49
cond_bucket_linear_rel_k=1_kh=k,512,25,1.c646879ee7b01p+49
cond_bucket_linear_rel_k=1_kh=k,512,26,1.c646840a3045ep+49
cond_bucket_linear_rel_k=1_kh=k,512,27,1.c6468b4dceadcp+49
cond_bucket_linear_rel_k=1_kh=k,512,28,1.c6468843efd0ap+49
cond_bucket_linear_rel_k=1_kh=k,512,29,1.c6468a72e08c4p+49
cond_bucket_linear_rel_k=1_kh=k,512,30,1.c6468b5f59b4ap+49
cond_bucket_linear_rel_k=1_kh=k,1024,1,1.c64697d2ab394p+49
cond_bucket_linear_rel_k=1_kh=k,1024,2,1.c646976b0b8b9p+49
cond_bucket_linear_rel_k=1_kh=k,1024,3,1.c646977cc1e3p+49
cond_bucket_linear_rel_k=1_kh=k,1024,4,1.c646975d9550cp+49
cond_bucket_linear_rel_k=1_kh=k,1024,5,1.c6469745ca301p+49
cond_bucket_linear_rel_k=1_kh=k,1024,6,1.c646983b0ca7fp+49
cond_bucket_linear_rel_k=1_kh=k,1024,7,1.c6469737002efp+49
cond_bucket_linear_rel_k=1_kh=k,1024,8,1.c646982b36f43p+49
cond_bucket_linear_rel_k=1_kh=k,1024,9,1.c646985bd49dfp+49
cond_bucket_linear_rel_k=1_kh=k,1024,10,1.c64697e61a755p+49
cond_bucket_linear_rel_k=1_kh=k,1024,11,1.c64697fb38c15p+49
cond_bucket_linear_rel_k=1_kh=k,1024,12,1.c64697bef5983p+49
cond_bucket_linear_rel_k=1_kh=k,1024,13,1.c64696bc95db1p+49
cond_bucket_linear_rel_k=1_kh=k,1024,14,1.c646973386c15p+49
cond_bucket_linear_rel_k=1_kh=k,1024,15,1.c64697f1d6293p+49
cond_bucket_linear_rel_k=1_kh=k,1024,16,1.c64697fc24005p+49
cond_bucket_linear_rel_k=1_kh=k,1024,17,1.c64696ded0e2bp+49
cond_bucket_linear_rel_k=1_kh=k,1024,18,1.c646970cf13eep+49
cond_bucket_linear_rel_k=1_kh=k,1024,19,1.c6469724ee545p+49
cond_bucket_linear_rel_k=1_kh=k,1024,20,1.c64697dcc66c9p+49
cond_bucket_linear_rel_k=1_kh=k,1024,21,1.c646973b95c24p+49
cond_bucket_linear_rel_k=1_kh=k,1024,22,1.c646972fefac8p+49
cond_bucket_linear_rel_k=1_kh=k,1024,23,1.c646986c5753ap+49
cond_bucket_linear_rel_k=1_kh=k,1024,24,1.c64697675f4ddp+49
cond_bucket_linear_rel_k=1_kh=k,1024,25,1.c6469827c842ap+49
cond_bucket_linear_rel_k=1_kh=k,1024,26,1.c64697dbf8a5fp+49
cond_bucket_linear_rel_k=1_kh=k,1024,27,1.c64697184cd96p+49
cond_bucket_linear_rel_k=1_kh=k,1024,28,1.c64697fe333d9p+49
cond_bucket_linear_rel_k=1_kh=k,1024,29,1.c64697a0f40b6p+49
cond_bucket_linear_rel_k=1_kh=k,1024,30,1.c64697105297cp+49
cond_bucket_linear_rel_k=1_kh=k,2048,1,1.c6469ebb35ea4p+49
cond_bucket_linear_rel_k=1_kh=k,2048,2,1.c646a21e53c7bp+49
cond_bucket_linear_rel_k=1_kh=k,2048,3,1.c646a1c539de4p+49
cond_bucket_linear_rel_k=1_kh=k,2048,4,1.c6469eaa89be4p+49
cond_bucket_linear_rel_k=1_kh=k,2048,5,1.c646a22a13778p+49
cond_bucket_linear_rel_k=1_kh=k,2048,6,1.c646a24ef52ebp+49
cond_bucket_linear_rel_k=1_kh=k,2048,7,1.c646a1cef7b9ep+49
cond_bucket_linear_rel_k=1_kh=k,2048,8,1.c646a218ed69bp+49
cond_bucket_linear_rel_k=1_kh=k,2048,9,1.c6469ec1222b6p+49
cond_bucket_linear_rel_k=1_kh=k,2048,10,1.c6469ea0bbf8p+49
cond_bucket_linear_rel_k=1_kh=k,2048,11,1.c646a23594cc5p+49
cond_bucket_linear_rel_k=1_kh=k,2048,12,1.c646a1cb61b62p+49
cond_bucket_linear_rel_k=1_kh=k,2048,13,1.c646a1d990db1p+49
cond_bucket_linear_rel_k=1_kh=k,2048,14,1.c646a228f3b7bp+49
cond_bucket_linear_rel_k=1_kh=k,2048,15,1.c646a2426c638p+49
cond_bucket_linear_rel_k=1_kh=k,2048,16,1.c6469e7e5e451p+49
cond_bucket_linear_rel_k=1_kh=k,2048,17,1.c646a1c0f71a7p+49
cond_bucket_linear_rel_k=1_kh=k,2048,18,1.c646a23b2fd97p+49
cond_bucket_linear_rel_k=1_kh=k,2048,19,1.c646a1dfc48a7p+49
cond_bucket_linear_rel_k=1_kh=k,2048,20,1.c6469ea535d9cp+49
cond_bucket_linear_rel_k=1_kh=k,2048,21,1.c646a22a92953p+49
cond_bucket_linear_rel_k=1_kh=k,2048,22,1.c646a25f7692cp+49
cond_bucket_linear_rel_k=1_kh=k,2048,23,1.c646a2333727ap+49
cond_bucket_linear_rel_k=1_kh=k,2048,24,1.c6469e95b34abp+49
cond_bucket_linear_rel_k=1_kh=k,2048,25,1.c6469e8a7ed5ap+49
cond_bucket_linear_rel_k=1_kh=k,2048,26,1.c646a2542519fp+49
cond_bucket_linear_rel_k=1_kh=k,2048,27,1.c646a258ee491p+49
cond_bucket_linear_rel_k=1_kh=k,2048,28,1.c646a24626bcep+49
cond_bucket_linear_rel_k=1_kh=k,2048,29,1.c646a23a2368ep+49
cond_bucket_linear_rel_k=1_kh=k,2048,30,1.c646a1e5e60cbp+49
cond_bucket_linear_rel_k=1_kh=k,4096,1,1.c646aace12e56p+49
cond_bucket_linear_rel_k=1_kh=k,4096,2,1.c646ab805ca19p+49
cond_bucket_linear_rel_k=1_kh=k,4096,3,1.c646abb52dd9p+49
cond_bucket_linear_rel_k=1_kh=k,4096,4,1.c646ab6c93ebfp+49
cond_bucket_linear_rel_k=1_kh=k,4096,5,1.c646ab73edea7p+49
cond_bucket_linear_rel_k=1_kh=k,4096,6,1.c646ab8cc60efp+49
cond_bucket_linear_rel_k=1_kh=k,4096,7,1.c646ab2c3fc1ep+49
cond_bucket_linear_rel_k=1_kh=k,4096,8,1.c646abb1a53c3p+49
cond_bucket_linear_rel_k=1_kh=k,4096,9,1.c646ab0c06636p+49
cond_bucket_linear_rel_k=1_kh=k,4096,10,1.c646ab99c28aap+49
cond_bucket_linear_rel_k=1_kh=k,4096,11,1.c646abb374c09p+49
cond_bucket_linear_rel_k=1_kh=k,4096,12,1.c646ab9b89965p+49
cond_bucket_linear_rel_k=1_kh=k,4096,13,1.c646ab0480b1ep+49
cond_bucket_linear_rel_k=1_kh=k,4096,14,1.c646ab9391ec5p+49
cond_bucket_linear_rel_k=1_kh=k,4096,15,1.c646ab63994b1p+49
cond_bucket_linear_rel_k=1_kh=k,4096,16,1.c646ab6da2b3cp+49
cond_bucket_linear_rel_k=1_kh=k,4096,17,1.c646ab9cfec32p+49
cond_bucket_linear_rel_k=1_kh=k,4096,18,1.c646ab6e75497p+49
cond_bucket_linear_rel_k=1_kh=k,4096,19,1.c646abd48563cp+49
cond_bucket_linear_rel_k=1_kh=k,4096,20,1.c646ab07a0cbep+49
cond_bucket_linear_rel_k=1_kh=k,4096,21,1.c646abac63528p+49
cond_bucket_linear_rel_k=1_kh=k,4096,22,1.c646ab7870d2dp+49
cond_bucket_linear_rel_k=1_kh=k,4096,23,1.c646ab8bc6835p+49
cond_bucket_linear_rel_k=1_kh=k,4096,24,1.c646ab8bc59cdp+49
cond_bucket_linear_rel_k=1_kh=k,4096,25,1.c646abac1b525p+49
cond_bucket_linear_rel_k=1_kh=k,4096,26,1.c646ab27c5dd4p+49
cond_bucket_linear_rel_k=1_kh=k,4096,27,1.c646ab9785c1ap+49
cond_bucket_linear_rel_k=1_kh=k,4096,28,1.c646ab1dbadcbp+49
cond_bucket_linear_rel_k=1_kh=k,4096,29,1.c646ab55f01a2p+49
cond_bucket_linear_rel_k=1_kh=k,4096,30,1.c646aaec3fb72p+49
cond_bucket_linear_rel_k=1_kh=k,8192,1,1.c646b62ab4427p+49
cond_bucket_linear_rel_k=1_kh=k,8192,2,1.c646b62565579p+49
cond_bucket_linear_rel_k=1_kh=k,8192,3,1.c646b64b585cdp+49
cond_bucket_linear_rel_k=1_kh=k,8192,4,1.c646b629efca4p+49
cond_bucket_linear_rel_k=1_kh=k,8192,5,1.c646b64b6c3e9p+49
cond_bucket_linear_rel_k=1_kh=k,8192,6,1.c646b6338efb6p+49
cond_bucket_linear_rel_k=1_kh=k,8192,7,1.c646b6313923cp+49
cond_bucket_linear_rel_k=1_kh=k,8192,8,1.c646b620c4eb7p+49
cond_bucket_linear_rel_k=1_kh=k,8192,9,1.c646b64d98e3p+49
cond_bucket_linear_rel_k=1_kh=k,8192,10,1.c646b63719006p+49
cond_bucket_linear_rel_k=1_kh=k,8192,11,1.c646b62f23b7p+49
cond_bucket_linear_rel_k=1_kh=k,8192,12,1.c646b627d94c9p+49
cond_bucket_linear_rel_k=1_kh=k,8192,13,1.c646b61fcaf4p+49
cond_bucket_linear_rel_k=1_kh=k,8192,14,1.c646b63ca2942p+49
cond_bucket_linear_rel_k=1_kh=k,8192,15,1.c646b61bde2bep+49
cond_bucket_linear_rel_k=1_kh=k,8192,16,1.c646b62fddce9p+49
cond_bucket_linear_rel_k=1_kh=k,8192,17,1.c646b62288146p+49
cond_bucket_linear_rel_k=1_kh=k,8192,18,1.c646b62a8e578p+49
cond_bucket_linear_rel_k=1_kh=k,8192,19,1.c646b63fd6ff5p+49
cond_bucket_linear_rel_k=1_kh=k,8192,20,1.c646b61d13e56p+49
cond_bucket_linear_rel_k=1_kh=k,8192,21,1.c646b630bf204p+49
cond_bucket_linear_rel_k=1_kh=k,8192,22,1.c646b62a94af9p+49
cond_bucket_linear_rel_k=1_kh=k,8192,23,1.c646b64c1ae8ep+49
cond_bucket_linear_rel_k=1_kh=k,8192,24,1.c646b63e35711p+49
cond_bucket_linear_rel_k=1_kh=k,8192,25,1.c646b6489e1c2p+49
cond_bucket_linear_rel_k=1_kh=k,8192,26,1.c646b632b040bp+49
cond_bucket_linear_rel_k=1_kh=k,8192,27,1.c646b626fafe1p+49
cond_bucket_linear_rel_k=1_kh=k,8192,28,1.c646b62aaca44p+49
cond_bucket_linear_rel_k=1_kh=k,8192,29,1.c646b6153984ep+49
cond_bucket_linear_rel_k=1_kh=k,8192,30,1.c646b62779f9dp+49
cond_bucket_linear_rel_k=1_kh=k,16384,1,1.c646c18fd05abp+49
cond_bucket_linear_rel_k=1_kh=k,16384,2,1.c646c188faeb3p+49
cond_bucket_linear_rel_k=1_kh=k,16384,3,1.c646c24a3d2f4p+49
cond_bucket_linear_rel_k=1_kh=k,16384,4,1.c646c118fb77p+49
cond_bucket_linear_rel_k=1_kh=k,16384,5,1.c646c12e7bb4bp+49
cond_bucket_linear_rel_k=1_kh=k,16384,6,1.c646c1365aea5p+49
cond_bucket_linear_rel_k=1_kh=k,16384,7,1.c646c2b372facp+49
cond_bucket_linear_rel_k=1_kh=k,16384,8,1.c646c115c63d6p+49
cond_bucket_linear_rel_k=1_kh=k,16384,9,1.c646c29654965p+49
cond_bucket_linear_rel_k=1_kh=k,16384,10,1.c646c14340bcdp+49
cond_bucket_linear_rel_k=1_kh=k,16384,11,1.c646c17a9dff5p+49
cond_bucket_linear_rel_k=1_kh=k,16384,12,1.c646c238e1a09p+49
cond_bucket_linear_rel_k=1_kh=k,16384,13,1.c646c271afe5ap+49
cond_bucket_linear_rel_k=1_kh=k,16384,14,1.c646c14ecfb5fp+49
cond_bucket_linear_rel_k=1_kh=k,16384,15,1.c646c130cafc6p+49
cond_bucket_linear_rel_k=1_kh=k,16384,16,1.c646c14df58a4p+49
cond_bucket_linear_rel_k=1_kh=k,16384,17,1.c646c256a0f5cp+49
cond_bucket_linear_rel_k=1_kh=k,16384,18,1.c646c114b0cd6p+49
cond_bucket_linear_rel_k=1_kh=k,16384,19,1.c646c29b5ffcfp+49
cond_bucket_linear_rel_k=1_kh=k,16384,20,1.c646c286942fdp+49
cond_bucket_linear_rel_k=1_kh=k,16384,21,1.c646c2a27f9f8p+49
cond_bucket_linear_rel_k=1_kh=k,16384,22,1.c646c25eecf05p+49
cond_bucket_linear_rel_k=1_kh=k,16384,23,1.c646c1775b5a3p+49
cond_bucket_linear_rel_k=1_kh=k,16384,24,1.c646c28fde47ep+49
cond_bucket_linear_rel_k=1_kh=k,16384,25,1.c646c29224e77p+49
cond_bucket_linear_rel_k=1_kh=k,16384,26,1.c646c29b6b7ddp+49
cond_bucket_linear_rel_k=1_kh=k,16384,27,1.c646c2a0f4a24p+49
cond_bucket_linear_rel_k=1_kh=k,16384,28,1.c646c10a81fedp+49
cond_bucket_linear_rel_k=1_kh=k,16384,29,1.c646c13925912p+49
cond_bucket_linear_rel_k=1_kh=k,16384,30,1.c646c15fd6efap+49
cond_bucket_linear_rel_k=1_kh=k,32768,1,1.c646c8ecaa4ep+49
cond_bucket_linear_rel_k=1_kh=k,32768,2,1.c646c91c75f5p+49
cond_bucket_linear_rel_k=1_kh=k,32768,3,1.c646c90caf4fep+49
cond_bucket_linear_rel_k=1_kh=k,32768,4,1.c646c919f71cbp+49
cond_bucket_linear_rel_k=1_kh=k,32768,5,1.c646c8f440823p+49
cond_bucket_linear_rel_k=1_kh=k,32768,6,1.c646c9383c26ap+49
cond_bucket_linear_rel_k=1_kh=k,32768,7,1.c646c8f2fe3a6p+49
cond_bucket_linear_rel_k=1_kh=k,32768,8,1.c646c8f99983p+49
cond_bucket_linear_rel_k=1_kh=k,32768,9,1.c646c956f7a3dp+49
cond_bucket_linear_rel_k=1_kh=k,32768,10,1.c646c8e8ae64bp+49
cond_bucket_linear_rel_k=1_kh=k,32768,11,1.c646c8fd1cfbdp+49
cond_bucket_linear_rel_k=1_kh=k,32768,12,1.c646c93a7271ep+49
cond_bucket_linear_rel_k=1_kh=k,32768,13,1.c646c93e030c8p+49
cond_bucket_linear_rel_k=1_kh=k,32768,14,1.c646c8efb23b2p+49
cond_bucket_linear_rel_k=1_kh=k,32768,15,1.c646c8f2ef8a8p+49
cond_bucket_linear_rel_k=1_kh=k,32768,16,1.c646c931903cbp+49
cond_bucket_linear_rel_k=1_kh=k,32768,17,1.c646c93fe9819p+49
cond_bucket_linear_rel_k=1_kh=k,32768,18,1.c646c92ae1ef4p+49
cond_bucket_linear_rel_k=1_kh=k,32768,19,1.c646c952d664dp+49
cond_bucket_linear_rel_k=1_kh=k,32768,20,1.c646c942cffb2p+49
cond_bucket_linear_rel_k=1_kh=k,32768,21,1.c646c94010c64p+49
cond_bucket_linear_rel_k=1_kh=k,32768,22,1.c646c8f703c96p+49
cond_bucket_linear_rel_k=1_kh=k,32768,23,1.c646c9138fa72p+49
cond_bucket_linear_rel_k=1_kh=k,32768,24,1.c646c8df4d8dcp+49
cond_bucket_linear_rel_k=1_kh=k,32768,25,1.c646c8e95a766p+49
cond_bucket_linear_rel_k=1_kh=k,32768,26,1.c646c8f5c1bf9p+49
cond_bucket_linear_rel_k=1_kh=k,32768,27,1.c646c92c56406p+49
cond_bucket_linear_rel_k=1_kh=k,32768,28,1.c646c95a57b4ap+49
cond_bucket_linear_rel_k=1_kh=k,32768,29,1.c646c8fcbabeap+49
cond_bucket_linear_rel_k=1_kh=k,32768,30,1.c646c8ee005cap+49
cond_bucket_linear_rel_k=1_kh=k,65536,1,1.c646cd1feebcdp+49
cond_bucket_linear_rel_k=1_kh=k,65536,2,1.c646cd2cd5503p+49
cond_bucket_linear_rel_k=1_kh=k,65536,3,1.c646cd2aa578dp+49
cond_bucket_linear_rel_k=1_kh=k,65536,4,1.c646cd2924637p+49
cond_bucket_linear_rel_k=1_kh=k,65536,5,1.c646cd216e80bp+49
cond_bucket_linear_rel_k=1_kh=k,65536,6,1.c646cd2c3abf9p+49
cond_bucket_linear_rel_k=1_kh=k,65536,7,1.c646cd1f23994p+49
cond_bucket_linear_rel_k=1_kh=k,65536,8,1.c646cd2c400d2p+49
cond_bucket_linear_rel_k=1_kh=k,65536,9,1.c646cd285cf7cp+49
cond_bucket_linear_rel_k=1_kh=k,65536,10,1.c646cd2c12272p+49
cond_bucket_linear_rel_k=1_kh=k,65536,11,1.c646cd02d4f7bp+49
cond_bucket_linear_rel_k=1_kh=k,65536,12,1.c646cd2c811a9p+49
cond_bucket_linear_rel_k=1_kh=k,65536,13,1.c646cd06ea282p+49
cond_bucket_linear_rel_k=1_kh=k,65536,14,1.c646cd2c56012p+49
cond_bucket_linear_rel_k=1_kh=k,65536,15,1.c646cd2bdfcaap+49
cond_bucket_linear_rel_k=1_kh=k,65536,16,1.c646cd2c227dap+49
cond_bucket_linear_rel_k=1_kh=k,65536,17,1.c646cd1f18877p+49
cond_bucket_linear_rel_k=1_kh=k,65536,18,1.c646cd276c5f8p+49
cond_bucket_linear_rel_k=1_kh=k,65536,19,1.c646cd208a98p+49
cond_bucket_linear_rel_k=1_kh=k,65536,20,1.c646cd2b3902bp+49
cond_bucket_linear_rel_k=1_kh=k,65536,21,1.c646cd294a07ap+49
cond_bucket_linear_rel_k=1_kh=k,65536,22,1.c646cd27dec02p+49
cond_bucket_linear_rel_k=1_kh=k,65536,23,1.c646cd262914fp+49
