sketch_type,k,n_trial,estimate,exact
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,1,1.ba45ad75221bcp+39,933931985068
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,2,1.c89d70ad29de6p+39,933059657458
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,3,1.d35a0efe227d3p+39,929485925032
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,4,1.d650ccbe6baa2p+39,932735441536
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,5,1.bd9bfa2029c18p+39,926247749680
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,6,1.cc50a99357e1bp+39,934805473270
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,7,1.ce42934c0f25p+39,939630527266
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,8,1.c1f3f17fbb9fdp+39,930012072112
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,9,1.bd3eb0d40d2c2p+39,932914968040
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,10,1.ca49ef499b2cep+39,935892777964
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,11,1.c2e9b360bf748p+39,928555663420
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,12,1.f5db98cabc381p+39,932331868900
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,13,1.d023c02aa625cp+39,926981722798
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,14,1.dac8960708602p+39,933549665686
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,15,1.b01a89dae4973p+39,941048527702
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,16,1.c0292fc2d4f1dp+39,919965959590
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,17,1.c0d8b005c2a41p+39,927513612190
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,18,1.de95d60866507p+39,941593455430
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,19,1.cc8f559e7d994p+39,927344215462
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,20,1.c45340507920dp+39,936179459938
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,21,1.d4ef348e9c58fp+39,932063293036
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,22,1.c65cf2778de86p+39,933648521080
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,23,1.dc8f3192cfc48p+39,942266014792
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,24,1.ca353db216f79p+39,935488992586
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,25,1.bbdf1a7c89898p+39,928294825924
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,26,1.c6b7c93ec0ba3p+39,934113413704
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,27,1.d80f4f169f6aep+39,932547965152
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,28,1.bfdf388609ac3p+39,933066782488
