sketch_type,k,n_trial,estimate,exact
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,1,1.6a3ac897b80cbp+47,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,2,1.b972f9954fa13p+47,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,3,1.e7bbddeded07dp+47,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,4,1.7bed8fbb85a0dp+47,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,5,1.dfb6119f2d5a1p+47,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,6,1.5bd00733fc176p+47,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,7,1.5f0f4f4d104d5p+47,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,8,1.74563ec96d37ap+47,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,9,1.6fb26dadb2753p+47,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,10,1.3d22af2f4fa28p+47,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,1,1.242e5567c6e5fp+47,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,2,1.2a8399db4ffdep+47,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,3,1.33c5e07913dabp+47,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,4,1.27aea3990fce1p+47,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,5,1.3366a93a7a777p+47,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,6,1.2d455582c22a4p+47,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,7,1.27d5ecb2e9a8p+47,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,8,1.37bf860ba266ap+47,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,9,1.367806ddbe1e4p+47,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,10,1.2e1b37c0b5843p+47,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,1,1.fd09c2bbf7f08p+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,2,1.fe29b03fe194bp+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,3,1.0b150730a5d9dp+47,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,4,1.0272c2ad6f3fap+47,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,5,1.1474dd5a1660cp+47,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,6,1.fee13ab03605bp+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,7,1.0cd2b5af9a5d7p+47,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,8,1.e7d7578f3034p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,9,1.045000f29ccap+47,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,10,1.fee45674951ddp+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,1,1.f4d93beb2630ap+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,2,1.fa32dac68555ap+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,3,1.f78284af9c227p+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,4,1.f4848ed960b8ep+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,5,1.f86218fe1f26ep+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,6,1.f97f92469f623p+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,7,1.020ebb3d43caap+47,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,8,1.f4b89e012769cp+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,9,1.f486b77dd33e8p+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,10,1.00c6de4bb8149p+47,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,1,1.ed92b27592ea6p+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,2,1.f2649432ec40ep+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,3,1.e9df9a95e813ep+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,4,1.f89f592c40437p+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,5,1.efb704767739dp+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,6,1.e6b05eaee77abp+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,7,1.dc82e3251e4a1p+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,8,1.f7b2568711f24p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,9,1.f45fbe0ff6797p+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,10,1.e76bd854bffe2p+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,1,1.ec8a2d58418a1p+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,2,1.e9dd1e126f1d4p+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,3,1.ed81188836282p+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,4,1.ece4b3c152715p+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,5,1.ed4f67eda6e96p+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,6,1.f3e959d26c3adp+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,7,1.e36b61acc5bfbp+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,8,1.f15ee52d2b461p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,9,1.f893dbce93f28p+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,10,1.e5fd8e3568ca9p+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,1,1.e2f1a10c2390cp+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,2,1.edea514091d04p+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,3,1.db5c465302424p+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,4,1.f4ab483dc3427p+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,5,1.e3ea686f87055p+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,6,1.da29cc614419fp+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,7,1.d83fb1ed170f9p+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,8,1.ddef79381a9b8p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,9,1.e77bede154fe3p+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,4096,10,1.e1e1bc28dea38p+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,1,1.d92ee25915bfap+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,2,1.e2f0f9675e208p+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,3,1.e074961676018p+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,4,1.d9efe931bf34ep+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,5,1.dce1bcbda948ap+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,6,1.d3ae706b07a0cp+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,7,1.d9a7df067e6afp+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,8,1.eff7c424fcbf9p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,9,1.d61ae93be3357p+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,8192,10,1.d6c9b318331d2p+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,1,1.c5c342f9057edp+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,2,1.d548d99b2b175p+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,3,1.c7f5fb608a18cp+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,4,1.d252ca704d46fp+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,5,1.bfc5d69270779p+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,6,1.c294e34b21dd3p+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,7,1.b7f2afd339fbbp+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,8,1.c1593a42c9af2p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,9,1.d1448ef734818p+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,16384,10,1.cc67351bb8f83p+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,1,1.913ce795b58cap+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,2,1.8fc0b77864bc1p+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,3,1.938ea5fdd8769p+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,4,1.92a68888156e9p+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,5,1.8d5538b2bdaffp+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,6,1.9c3ec77bf8cf3p+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,7,1.9fbd1b308b549p+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,8,1.9147ffebde782p+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,9,1.90564d48999ddp+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,32768,10,1.94cb11b89a316p+46,29926748622082
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,1,1.3d9e8115d400ep+46,30008809425090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,2,1.3d37c295d1358p+46,30624390488022
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,3,1.55990ee413d41p+46,29730282469272
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,4,1.456a5822645c5p+46,29193347994546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,5,1.456c6b688ed55p+46,29974362165872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,6,1.44801f0e4a1a8p+46,29461595408430
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,7,1.47ddeaab99076p+46,30246445557612
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,8,1.40bf8cfc09b0cp+46,29413389631872
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,9,1.470f05c75a32ap+46,29974488317778
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,65536,10,1.395ea08d5069p+46,29926748622082
central_bucket_expo_abs_0.001_k=k_kh=0,64,1,1.d7fa4a376601cp+47,30008809425090
central_bucket_expo_abs_0.001_k=k_kh=0,64,2,1.e003f3cb1c8dfp+47,30624390488022
central_bucket_expo_abs_0.001_k=k_kh=0,64,3,1.bc32c156215cp+47,29730282469272
central_bucket_expo_abs_0.001_k=k_kh=0,64,4,1.b1e3d7f53aa0dp+47,29193347994546
central_bucket_expo_abs_0.001_k=k_kh=0,64,5,1.c783dc2474acbp+47,29974362165872
central_bucket_expo_abs_0.001_k=k_kh=0,64,6,1.a807646e1533p+47,29461595408430
central_bucket_expo_abs_0.001_k=k_kh=0,64,7,1.cbd81d4597a75p+47,30246445557612
central_bucket_expo_abs_0.001_k=k_kh=0,64,8,1.c68ccbc61c947p+47,29413389631872
central_bucket_expo_abs_0.001_k=k_kh=0,64,9,1.ca76e3a253023p+47,29974488317778
central_bucket_expo_abs_0.001_k=k_kh=0,64,10,1.cd8712fbd5014p+47,29926748622082
central_bucket_expo_abs_0.001_k=k_kh=0,128,1,1.a396a432c1005p+47,30008809425090
central_bucket_expo_abs_0.001_k=k_kh=0,128,2,1.98667a89af583p+47,30624390488022
