sketch_type,k,n_trial,estimate,exact
bucket_expo_alt_abs_k=k/2_kh=k/2,64,1,1.5c619ca6cbe37p+47,44164027516
bucket_expo_alt_abs_k=k/2_kh=k/2,64,2,1.5c79898b12f05p+47,43478987662
bucket_expo_alt_abs_k=k/2_kh=k/2,64,3,1.74df43662d44dp+47,43255348330
bucket_expo_alt_abs_k=k/2_kh=k/2,64,4,1.4fbedceefd053p+47,43661233432
bucket_expo_alt_abs_k=k/2_kh=k/2,64,5,1.5b151217ec6cap+47,43865268184
bucket_expo_alt_abs_k=k/2_kh=k/2,64,6,1.580fdd9f939bap+47,44040152644
bucket_expo_alt_abs_k=k/2_kh=k/2,64,7,1.52ec626a4727p+47,43762089100
bucket_expo_alt_abs_k=k/2_kh=k/2,64,8,1.64177d332f06ap+47,43396228660
bucket_expo_alt_abs_k=k/2_kh=k/2,64,9,1.4ff4968e0986dp+47,43698382744
bucket_expo_alt_abs_k=k/2_kh=k/2,64,10,1.5a6837e02587ap+47,44289968626
bucket_expo_alt_abs_k=k/2_kh=k/2,64,11,1.5ea8614ba31c8p+47,43972677496
bucket_expo_alt_abs_k=k/2_kh=k/2,64,12,1.4dc04eaf241ffp+47,44579814262
bucket_expo_alt_abs_k=k/2_kh=k/2,64,13,1.71a29f364dca7p+47,43838459452
bucket_expo_alt_abs_k=k/2_kh=k/2,64,14,1.611fe650431f8p+47,43751330734
bucket_expo_alt_abs_k=k/2_kh=k/2,64,15,1.6864adbf532c4p+47,44025586840
bucket_expo_alt_abs_k=k/2_kh=k/2,64,16,1.5aaa00ae7c441p+47,44432514838
bucket_expo_alt_abs_k=k/2_kh=k/2,64,17,1.5c31adef68053p+47,43919048620
bucket_expo_alt_abs_k=k/2_kh=k/2,64,18,1.5cbd918625ef8p+47,43784356408
bucket_expo_alt_abs_k=k/2_kh=k/2,64,19,1.5a616f796db8p+47,42770015092
bucket_expo_alt_abs_k=k/2_kh=k/2,64,20,1.61471a8d2efbp+47,43848978172
bucket_expo_alt_abs_k=k/2_kh=k/2,64,21,1.72e5ad6373246p+47,44436187336
bucket_expo_alt_abs_k=k/2_kh=k/2,64,22,1.5e7bc4b42b173p+47,43387180870
bucket_expo_alt_abs_k=k/2_kh=k/2,64,23,1.623bb75e2341dp+47,43648975468
bucket_expo_alt_abs_k=k/2_kh=k/2,64,24,1.5c7dc80796fffp+47,44109692812
bucket_expo_alt_abs_k=k/2_kh=k/2,64,25,1.5c0d60c6fc00fp+47,44560612138
bucket_expo_alt_abs_k=k/2_kh=k/2,64,26,1.68f359ac4e196p+47,43213902610
bucket_expo_alt_abs_k=k/2_kh=k/2,64,27,1.608aa0feb858ap+47,42964748620
bucket_expo_alt_abs_k=k/2_kh=k/2,64,28,1.62b2e8bda8f5fp+47,43730817202
bucket_expo_alt_abs_k=k/2_kh=k/2,64,29,1.57feb7aab94cbp+47,43027369390
bucket_expo_alt_abs_k=k/2_kh=k/2,64,30,1.5a98e425548b1p+47,43545745246
bucket_expo_alt_abs_k=k/2_kh=k/2,128,1,1.68b5419f1170bp+47,44164027516
bucket_expo_alt_abs_k=k/2_kh=k/2,128,2,1.6ed1b1d46738ep+47,43478987662
bucket_expo_alt_abs_k=k/2_kh=k/2,128,3,1.6082248d55f0ap+47,43255348330
bucket_expo_alt_abs_k=k/2_kh=k/2,128,4,1.70944c7cc9487p+47,43661233432
bucket_expo_alt_abs_k=k/2_kh=k/2,128,5,1.64fe7eeaef4b4p+47,43865268184
bucket_expo_alt_abs_k=k/2_kh=k/2,128,6,1.657bfadd3bef5p+47,44040152644
bucket_expo_alt_abs_k=k/2_kh=k/2,128,7,1.6270fd5d2633ap+47,43762089100
bucket_expo_alt_abs_k=k/2_kh=k/2,128,8,1.73b4bf3a1ebe2p+47,43396228660
bucket_expo_alt_abs_k=k/2_kh=k/2,128,9,1.6e252a9658a04p+47,43698382744
bucket_expo_alt_abs_k=k/2_kh=k/2,128,10,1.7e77dabee9889p+47,44289968626
bucket_expo_alt_abs_k=k/2_kh=k/2,128,11,1.5c036667e2e2dp+47,43972677496
bucket_expo_alt_abs_k=k/2_kh=k/2,128,12,1.781ddf703ff34p+47,44579814262
bucket_expo_alt_abs_k=k/2_kh=k/2,128,13,1.6ad0ebf8e995bp+47,43838459452
bucket_expo_alt_abs_k=k/2_kh=k/2,128,14,1.5def94c70d449p+47,43751330734
bucket_expo_alt_abs_k=k/2_kh=k/2,128,15,1.56cd3c2cdb3d2p+47,44025586840
bucket_expo_alt_abs_k=k/2_kh=k/2,128,16,1.7809bc8e2410cp+47,44432514838
bucket_expo_alt_abs_k=k/2_kh=k/2,128,17,1.624e754d6df23p+47,43919048620
bucket_expo_alt_abs_k=k/2_kh=k/2,128,18,1.6d3e7c50ba9cap+47,43784356408
bucket_expo_alt_abs_k=k/2_kh=k/2,128,19,1.6e0eabc941c07p+47,42770015092
bucket_expo_alt_abs_k=k/2_kh=k/2,128,20,1.6aa79c27155b4p+47,43848978172
bucket_expo_alt_abs_k=k/2_kh=k/2,128,21,1.5ddd7fb38559fp+47,44436187336
bucket_expo_alt_abs_k=k/2_kh=k/2,128,22,1.6c4f12d94d38dp+47,43387180870
bucket_expo_alt_abs_k=k/2_kh=k/2,128,23,1.5fc87bdb7f80ap+47,43648975468
bucket_expo_alt_abs_k=k/2_kh=k/2,128,24,1.5f0adf1341141p+47,44109692812
bucket_expo_alt_abs_k=k/2_kh=k/2,128,25,1.71be905b83df6p+47,44560612138
bucket_expo_alt_abs_k=k/2_kh=k/2,128,26,1.693e8e6c47a2dp+47,43213902610
bucket_expo_alt_abs_k=k/2_kh=k/2,128,27,1.6f2a031d96299p+47,42964748620
bucket_expo_alt_abs_k=k/2_kh=k/2,128,28,1.6773fee0cd58bp+47,43730817202
bucket_expo_alt_abs_k=k/2_kh=k/2,128,29,1.7ad890189028p+47,43027369390
bucket_expo_alt_abs_k=k/2_kh=k/2,128,30,1.6c0bb12a4cacp+47,43545745246
bucket_expo_alt_abs_k=k/2_kh=k/2,256,1,1.72f4613c00098p+47,44164027516
bucket_expo_alt_abs_k=k/2_kh=k/2,256,2,1.76c4c903053c8p+47,43478987662
bucket_expo_alt_abs_k=k/2_kh=k/2,256,3,1.7410cae6fab38p+47,43255348330
bucket_expo_alt_abs_k=k/2_kh=k/2,256,4,1.7165845cc2246p+47,43661233432
bucket_expo_alt_abs_k=k/2_kh=k/2,256,5,1.757bd0c01c514p+47,43865268184
bucket_expo_alt_abs_k=k/2_kh=k/2,256,6,1.682ea2d988d7cp+47,44040152644
bucket_expo_alt_abs_k=k/2_kh=k/2,256,7,1.6bcc8bc03b6c9p+47,43762089100
bucket_expo_alt_abs_k=k/2_kh=k/2,256,8,1.5d7bb34073dadp+47,43396228660
bucket_expo_alt_abs_k=k/2_kh=k/2,256,9,1.6d589c6637732p+47,43698382744
bucket_expo_alt_abs_k=k/2_kh=k/2,256,10,1.74f94457e2a81p+47,44289968626
bucket_expo_alt_abs_k=k/2_kh=k/2,256,11,1.794bed5843e24p+47,43972677496
bucket_expo_alt_abs_k=k/2_kh=k/2,256,12,1.6de0e453fa90fp+47,44579814262
bucket_expo_alt_abs_k=k/2_kh=k/2,256,13,1.6eb229cf5784bp+47,43838459452
bucket_expo_alt_abs_k=k/2_kh=k/2,256,14,1.6483a106c0073p+47,43751330734
bucket_expo_alt_abs_k=k/2_kh=k/2,256,15,1.745ea1029d9cep+47,44025586840
bucket_expo_alt_abs_k=k/2_kh=k/2,256,16,1.562dfd4c2d4cbp+47,44432514838
bucket_expo_alt_abs_k=k/2_kh=k/2,256,17,1.5ef4aab0a64adp+47,43919048620
bucket_expo_alt_abs_k=k/2_kh=k/2,256,18,1.67f708e83df17p+47,43784356408
bucket_expo_alt_abs_k=k/2_kh=k/2,256,19,1.7689294b6754ap+47,42770015092
bucket_expo_alt_abs_k=k/2_kh=k/2,256,20,1.7b64505369677p+47,43848978172
bucket_expo_alt_abs_k=k/2_kh=k/2,256,21,1.69f700208b1bcp+47,44436187336
bucket_expo_alt_abs_k=k/2_kh=k/2,256,22,1.7b60b3006f0e1p+47,43387180870
bucket_expo_alt_abs_k=k/2_kh=k/2,256,23,1.68be0d58f0fb6p+47,43648975468
bucket_expo_alt_abs_k=k/2_kh=k/2,256,24,1.6b9db1896f2ep+47,44109692812
bucket_expo_alt_abs_k=k/2_kh=k/2,256,25,1.76f3a3335b97cp+47,44560612138
bucket_expo_alt_abs_k=k/2_kh=k/2,256,26,1.58e4daa72283cp+47,43213902610
bucket_expo_alt_abs_k=k/2_kh=k/2,256,27,1.5e1598b571e31p+47,42964748620
bucket_expo_alt_abs_k=k/2_kh=k/2,256,28,1.701469aeb2ddbp+47,43730817202
bucket_expo_alt_abs_k=k/2_kh=k/2,256,29,1.6a26edbe415e4p+47,43027369390
bucket_expo_alt_abs_k=k/2_kh=k/2,256,30,1.7e6dd4140ae72p+47,43545745246
bucket_expo_alt_abs_k=k/2_kh=k/2,512,1,1.6e98a0a836046p+47,44164027516
bucket_expo_alt_abs_k=k/2_kh=k/2,512,2,1.650e996a2a7bdp+47,43478987662
