sketch_type,k,n_trial,estimate,exact
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,1,1.088ca534219b6p+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,2,1.f27100665a6e3p+10,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,3,1.0b91861d5a4d4p+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,4,1.0334eeaa2b7afp+11,8537
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,5,1.0133ec8f4f063p+11,8564
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,6,1.11ff2aadf6ddap+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,7,1.eace41dfa9eedp+10,8570
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,8,1.e6730ebd51591p+10,8441
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,9,1.dd3bb31c4c5d5p+10,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,10,1.013586e6951edp+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,11,1.ecdc38891a299p+10,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,12,1.0194cba24bf09p+11,8546
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,13,1.04f94108bd908p+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,14,1.fc272a6892c5bp+10,8511
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,15,1.f418ccf9a008dp+10,8527
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,16,1.f9e4765c4533p+10,8581
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,17,1.e60493f2d6da5p+10,8505
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,18,1.ecf00347806f2p+10,8586
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,19,1.16debbab1ab98p+11,8497
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,20,1.e32380ceb9ee1p+10,8538
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,21,1.f2510872c23dep+10,8591
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,22,1.02d94d85e2055p+11,8597
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,23,1.04bdd8d54316cp+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,24,1.1192dd02a9ca6p+11,8488
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,25,1.0064e70ce10f2p+11,8557
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,26,1.f11a89f1dc9e5p+10,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,27,1.e98a20167c184p+10,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,28,1.fd779e95da39cp+10,8567
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,29,1.1922c337fa0f9p+11,8485
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,64,30,1.05cc379da05e3p+11,8556
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,1,1.ebcc94cbc679dp+10,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,2,1.0d6d2c4d5d0f2p+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,3,1.00b758e6d6ec4p+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,4,1.fb4e4c80bdd87p+10,8537
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,5,1.0c3df020c7dbcp+11,8564
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,6,1.eb75f14510657p+10,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,7,1.ed79e9b691beap+10,8570
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,8,1.01544dd59c9efp+11,8441
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,9,1.035d147599d15p+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,10,1.ed4181b93f5a3p+10,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,11,1.f3270ccd02628p+10,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,12,1.060e1776dcd96p+11,8546
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,13,1.0318cb41cbfa2p+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,14,1.e62afc53a3224p+10,8511
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,15,1.efe0e4a33975cp+10,8527
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,16,1.ebddeffeecf5fp+10,8581
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,17,1.f50d42dbf3185p+10,8505
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,18,1.0f8ecfe067a9dp+11,8586
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,19,1.fcf379934d7fp+10,8497
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,20,1.0267324bd8b3ep+11,8538
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,21,1.0ce2b362d7801p+11,8591
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,22,1.1258adbd296a9p+11,8597
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,23,1.fae7df1a2d289p+10,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,24,1.01277863b2e73p+11,8488
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,25,1.047750356b994p+11,8557
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,26,1.d415c668dca93p+10,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,27,1.06c79dc892deep+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,28,1.db631fda10aa8p+10,8567
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,29,1.06c779a957fa1p+11,8485
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,128,30,1.034317a386a6fp+11,8556
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,1,1.ffa9965abf0dfp+10,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,2,1.dcb85854104bcp+10,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,3,1.ddeb0c6fc27cap+10,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,4,1.f3cde0ea3be46p+10,8537
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,5,1.ebf04d57707c8p+10,8564
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,6,1.fde2118aa5e81p+10,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,7,1.f8a5af692bb05p+10,8570
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,8,1.f35ac5d02f58ep+10,8441
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,9,1.f2ade0c72978ap+10,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,10,1.003773de8d217p+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,11,1.069e4ee37528fp+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,12,1.033ec0eeb1587p+11,8546
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,13,1.0a4854527e5p+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,14,1.ccd768a3ada9ap+10,8511
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,15,1.019d05e16d59fp+11,8527
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,16,1.e28485eea2ae5p+10,8581
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,17,1.0de7cf62a3581p+11,8505
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,18,1.ed7e8c93be492p+10,8586
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,19,1.0b93acc9cd402p+11,8497
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,20,1.fe694b3456384p+10,8538
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,21,1.f82a02d87ff1dp+10,8591
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,22,1.03e988a9d23c7p+11,8597
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,23,1.126a97159a284p+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,24,1.06860d4bda80fp+11,8488
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,25,1.f3a3bdbd7323bp+10,8557
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,26,1.019f41aecfcc7p+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,27,1.169395724168dp+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,28,1.fd515585bbb8ep+10,8567
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,29,1.007816cf9fb44p+11,8485
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,256,30,1.0823229a11686p+11,8556
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,1,1.0ba02ae2f6defp+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,2,1.1b0b4ec2f34b2p+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,3,1.009a5b498b638p+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,4,1.04d8471cc90bcp+11,8537
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,5,1.05637a77bd578p+11,8564
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,6,1.0e6e31ed8d43fp+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,7,1.e82c9ee52c88cp+10,8570
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,8,1.08a08cbc0dac9p+11,8441
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,9,1.1856c7d4ebdf1p+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,10,1.029ba1f7a4b7ap+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,11,1.1392a31af3c76p+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,12,1.0d697c02f38e8p+11,8546
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,13,1.134598f855115p+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,14,1.09349fdcfa26ep+11,8511
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,15,1.0f0e8fcff5e82p+11,8527
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,16,1.0370002b33d0ep+11,8581
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,17,1.0a0af650be174p+11,8505
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,18,1.16e2e9dc2693fp+11,8586
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,19,1.0e66e723e2b8fp+11,8497
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,20,1.fc71937c76c0dp+10,8538
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,21,1.07ef83e0441a2p+11,8591
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,22,1.13e2756986bc1p+11,8597
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,23,1.07d4e562c316ep+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,24,1.24cc8375fb423p+11,8488
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,25,1.1062e4e4200ccp+11,8557
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,26,1.002a79e52c31p+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,27,1.0c6a323897b03p+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,28,1.0aa44edee4148p+11,8567
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,29,1.fc6da5edd7d66p+10,8485
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,512,30,1.0c7546be18b68p+11,8556
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,1,1.0cce5352254fcp+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,2,1.19d27f58d50fcp+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,3,1.17ff8506ad418p+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,4,1.1ff2a8b8f3335p+11,8537
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,5,1.0b975bab94adcp+11,8564
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,6,1.1369a7c9196cap+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,7,1.09be7eba34069p+11,8570
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,8,1.22186449ed414p+11,8441
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,9,1.035263758cd55p+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,10,1.0aec0ae64a51ap+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,11,1.1a018bbd9447cp+11,8509
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,12,1.148832059898p+11,8546
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,13,1.157b7f1b7ef58p+11,8543
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,14,1.1ef2c1dc78cc7p+11,8511
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,15,1.1badeea516897p+11,8527
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,16,1.148c9534421a7p+11,8581
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,17,1.1561a6e0011e6p+11,8505
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,18,1.18b24409e4c71p+11,8586
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,19,1.196ca110a28bbp+11,8497
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,20,1.10ef8b4b6631p+11,8538
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,21,1.287c756c5eb47p+11,8591
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,22,1.0fe341763ac7ep+11,8597
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,23,1.0e7ad3d596f04p+11,8588
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,24,1.305a986cfd7d2p+11,8488
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,25,1.0f4e6b9f5d662p+11,8557
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,26,1.0ec9a79171204p+11,8531
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,27,1.13713c085e561p+11,8532
bucket_expo_alt_abs_0.001_k=k/2_kh=k/2,1024,28,1.0fb5736e3ad29p+11,8567
