sketch_type,k,n_trial,estimate,exact
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,1,1.1fd1892f68feep+51,1972729684672504
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,2,1.f49316a34fd79p+50,1946004183222426
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,3,1.fdb23c590675fp+50,1915834915246184
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,4,1.1c7a3cd7fa652p+51,1946075036203950
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,5,1.c6a6a71489429p+50,1919470853551090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,6,1.f7e3dea310eafp+50,1930361350514106
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,7,1.24bcccb0929c6p+51,1922176997460886
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,8,1.136b4bb5b82cep+51,1920890883894496
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,9,1.186ba8a4f1076p+51,1940115246359920
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,10,1.0068431c82ebdp+51,1932961326844390
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,1,1.baba9fc017008p+50,1972729684672504
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,2,1.bbdbc1bfaec52p+50,1946004183222426
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,3,1.c9764bf248348p+50,1915834915246184
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,4,1.ce137a58bd6aap+50,1946075036203950
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,5,1.b212c4aa3ebc4p+50,1919470853551090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,6,1.b80dd27fd392bp+50,1930361350514106
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,7,1.c28162b61d33bp+50,1922176997460886
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,8,1.b86a22c2b6511p+50,1920890883894496
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,9,1.aa9057c50fc7bp+50,1940115246359920
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,10,1.b934da7164148p+50,1932961326844390
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,1,1.bfa0a2c7d44f9p+50,1972729684672504
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,2,1.beed83b76c496p+50,1946004183222426
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,3,1.b42b907d9df47p+50,1915834915246184
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,4,1.af482f9245ed6p+50,1946075036203950
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,5,1.c0df1339c3c32p+50,1919470853551090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,6,1.aef791d6b26d2p+50,1930361350514106
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,7,1.a5a17acc6dc6fp+50,1922176997460886
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,8,1.b583e90b6f8b1p+50,1920890883894496
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,9,1.bf46203a03c41p+50,1940115246359920
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,10,1.b9a7a4bce83afp+50,1932961326844390
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,1,1.beacba5e85d83p+50,1972729684672504
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,2,1.b5dfc6abbf882p+50,1946004183222426
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,3,1.b3f7520687e0bp+50,1915834915246184
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,4,1.b46c5e28eeb7p+50,1946075036203950
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,5,1.b139418f7ca42p+50,1919470853551090
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,6,1.bbfa764739153p+50,1930361350514106
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,7,1.b9957d04fddep+50,1922176997460886
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,8,1.b4fa028e367aep+50,1920890883894496
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,9,1.b60a433b46b6fp+50,1940115246359920
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,10,1.b6edfe35c618p+50,1932961326844390
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,1,1.b741604c46968p+50,1972729684672504
