sketch_type,k,n_trial,estimate,exact
bucket_expo_alt_abs_k=k/2_kh=k/2,64,1,1.28ced3f71f9dap+48,933931985068
bucket_expo_alt_abs_k=k/2_kh=k/2,64,2,1.2f397260b485bp+48,933059657458
bucket_expo_alt_abs_k=k/2_kh=k/2,64,3,1.3ae335367113bp+48,929485925032
bucket_expo_alt_abs_k=k/2_kh=k/2,64,4,1.275790a581eb5p+48,932735441536
bucket_expo_alt_abs_k=k/2_kh=k/2,64,5,1.257eefd24bddep+48,926247749680
bucket_expo_alt_abs_k=k/2_kh=k/2,64,6,1.305ec952a83dp+48,934805473270
bucket_expo_alt_abs_k=k/2_kh=k/2,64,7,1.1c357cacf5ae9p+48,939630527266
bucket_expo_alt_abs_k=k/2_kh=k/2,64,8,1.29013878b7addp+48,930012072112
bucket_expo_alt_abs_k=k/2_kh=k/2,64,9,1.362cb708813cfp+48,932914968040
bucket_expo_alt_abs_k=k/2_kh=k/2,64,10,1.424a5ddcf3c7dp+48,935892777964
bucket_expo_alt_abs_k=k/2_kh=k/2,64,11,1.2ddaf6c0c306ap+48,928555663420
bucket_expo_alt_abs_k=k/2_kh=k/2,64,12,1.2c2a2bb548485p+48,932331868900
bucket_expo_alt_abs_k=k/2_kh=k/2,64,13,1.2c5a70cbcf6b2p+48,926981722798
bucket_expo_alt_abs_k=k/2_kh=k/2,64,14,1.2bce9e7f754eep+48,933549665686
bucket_expo_alt_abs_k=k/2_kh=k/2,64,15,1.2979882cc8699p+48,941048527702
bucket_expo_alt_abs_k=k/2_kh=k/2,64,16,1.301bed8e412dep+48,919965959590
bucket_expo_alt_abs_k=k/2_kh=k/2,64,17,1.492de29c83c9ap+48,927513612190
bucket_expo_alt_abs_k=k/2_kh=k/2,64,18,1.342c4b2df050ep+48,941593455430
bucket_expo_alt_abs_k=k/2_kh=k/2,64,19,1.46ddab6eb9802p+48,927344215462
bucket_expo_alt_abs_k=k/2_kh=k/2,64,20,1.1e53b0e286948p+48,936179459938
bucket_expo_alt_abs_k=k/2_kh=k/2,64,21,1.26e4d403881dep+48,932063293036
bucket_expo_alt_abs_k=k/2_kh=k/2,64,22,1.2ff8af077222p+48,933648521080
bucket_expo_alt_abs_k=k/2_kh=k/2,64,23,1.3bafa5920b22dp+48,942266014792
bucket_expo_alt_abs_k=k/2_kh=k/2,64,24,1.1f9dfd4f46c51p+48,935488992586
bucket_expo_alt_abs_k=k/2_kh=k/2,64,25,1.3a85eddbb58c9p+48,928294825924
bucket_expo_alt_abs_k=k/2_kh=k/2,64,26,1.2247993abe4d6p+48,934113413704
bucket_expo_alt_abs_k=k/2_kh=k/2,64,27,1.4be111e19afccp+48,932547965152
bucket_expo_alt_abs_k=k/2_kh=k/2,64,28,1.3de4dbd2afad3p+48,933066782488
bucket_expo_alt_abs_k=k/2_kh=k/2,64,29,1.2b1d974a9bc05p+48,937515270718
bucket_expo_alt_abs_k=k/2_kh=k/2,64,30,1.2c4e19567ca8bp+48,927868655104
bucket_expo_alt_abs_k=k/2_kh=k/2,128,1,1.40d8003772be3p+48,933931985068
bucket_expo_alt_abs_k=k/2_kh=k/2,128,2,1.2b0f163b7f7c5p+48,933059657458
bucket_expo_alt_abs_k=k/2_kh=k/2,128,3,1.39181a134e7a5p+48,929485925032
bucket_expo_alt_abs_k=k/2_kh=k/2,128,4,1.2f8fb41f5be73p+48,932735441536
