sketch_type,k,n_trial,estimate,exact
bucket_expo_alt_abs_k=k/2_kh=k/2,64,1,1.4d9cf573bb383p+48,3559346913178
bucket_expo_alt_abs_k=k/2_kh=k/2,64,2,1.21ffe9d629505p+48,3572921793022
bucket_expo_alt_abs_k=k/2_kh=k/2,64,3,1.698f178a3bb14p+48,3570169018534
bucket_expo_alt_abs_k=k/2_kh=k/2,64,4,1.4c6fd1e5ca1e9p+48,3563106855226
bucket_expo_alt_abs_k=k/2_kh=k/2,64,5,1.5192e3ec2af66p+48,3596995848742
bucket_expo_alt_abs_k=k/2_kh=k/2,64,6,1.4546f332bb6f8p+48,3568743312412
bucket_expo_alt_abs_k=k/2_kh=k/2,64,7,1.23f2b4a3705f7p+48,3607991671360
bucket_expo_alt_abs_k=k/2_kh=k/2,64,8,1.39584508e8004p+48,3541950247534
bucket_expo_alt_abs_k=k/2_kh=k/2,64,9,1.5a40227dc0228p+48,3552699540430
bucket_expo_alt_abs_k=k/2_kh=k/2,64,10,1.8816c4bd0bc02p+48,3574932261142
bucket_expo_alt_abs_k=k/2_kh=k/2,64,11,1.5a77cd709389ap+48,3581858574334
bucket_expo_alt_abs_k=k/2_kh=k/2,64,12,1.56d9765607c06p+48,3563232647692
bucket_expo_alt_abs_k=k/2_kh=k/2,64,13,1.4e9b7bd0a7e38p+48,3560749038214
bucket_expo_alt_abs_k=k/2_kh=k/2,64,14,1.46571e88223abp+48,3559735608082
bucket_expo_alt_abs_k=k/2_kh=k/2,64,15,1.472fdafe0e5eap+48,3613694219230
bucket_expo_alt_abs_k=k/2_kh=k/2,64,16,1.55ed41fc8500fp+48,3570811305220
bucket_expo_alt_abs_k=k/2_kh=k/2,64,17,1.4364973b15075p+48,3572905641322
bucket_expo_alt_abs_k=k/2_kh=k/2,64,18,1.354ba1ce7cafep+48,3558412431190
bucket_expo_alt_abs_k=k/2_kh=k/2,64,19,1.5d80ee9d87574p+48,3575543432518
bucket_expo_alt_abs_k=k/2_kh=k/2,64,20,1.4aaca656b761ap+48,3541528386040
bucket_expo_alt_abs_k=k/2_kh=k/2,64,21,1.7922711b6f3b6p+48,3559027319464
bucket_expo_alt_abs_k=k/2_kh=k/2,64,22,1.6e4adb2fe8cbdp+48,3578604130654
bucket_expo_alt_abs_k=k/2_kh=k/2,64,23,1.51528aa66854dp+48,3582177122764
bucket_expo_alt_abs_k=k/2_kh=k/2,64,24,1.48a7cf805999ep+48,3569790134110
bucket_expo_alt_abs_k=k/2_kh=k/2,64,25,1.53711b3039af2p+48,3572903949310
bucket_expo_alt_abs_k=k/2_kh=k/2,64,26,1.7139f0ecaa3f8p+48,3592713372046
bucket_expo_alt_abs_k=k/2_kh=k/2,64,27,1.713911afc43cdp+48,3544672508392
bucket_expo_alt_abs_k=k/2_kh=k/2,64,28,1.6bdb08a53fc5bp+48,3590412323248
bucket_expo_alt_abs_k=k/2_kh=k/2,64,29,1.4293a2ef121b1p+48,3569626046518
bucket_expo_alt_abs_k=k/2_kh=k/2,64,30,1.328b26a949da5p+48,3561224418754
bucket_expo_alt_abs_k=k/2_kh=k/2,128,1,1.4837eb56ce5c3p+48,3559346913178
bucket_expo_alt_abs_k=k/2_kh=k/2,128,2,1.6cc5cc9b97529p+48,3572921793022
bucket_expo_alt_abs_k=k/2_kh=k/2,128,3,1.5f07bd370403fp+48,3570169018534
bucket_expo_alt_abs_k=k/2_kh=k/2,128,4,1.6e39294d021ccp+48,3563106855226
bucket_expo_alt_abs_k=k/2_kh=k/2,128,5,1.75cd3f2df9fcep+48,3596995848742
bucket_expo_alt_abs_k=k/2_kh=k/2,128,6,1.6d58caaf1f6fp+48,3568743312412
bucket_expo_alt_abs_k=k/2_kh=k/2,128,7,1.5a246382e9cfdp+48,3607991671360
bucket_expo_alt_abs_k=k/2_kh=k/2,128,8,1.45bb5af1ea904p+48,3541950247534
bucket_expo_alt_abs_k=k/2_kh=k/2,128,9,1.47ec9d204344bp+48,3552699540430
bucket_expo_alt_abs_k=k/2_kh=k/2,128,10,1.4532c2fa3b571p+48,3574932261142
bucket_expo_alt_abs_k=k/2_kh=k/2,128,11,1.520c61ad1bd4cp+48,3581858574334
bucket_expo_alt_abs_k=k/2_kh=k/2,128,12,1.602c98adee46fp+48,3563232647692
bucket_expo_alt_abs_k=k/2_kh=k/2,128,13,1.6131dd757185p+48,3560749038214
bucket_expo_alt_abs_k=k/2_kh=k/2,128,14,1.57c251232e39bp+48,3559735608082
bucket_expo_alt_abs_k=k/2_kh=k/2,128,15,1.733d0e62d8208p+48,3613694219230
bucket_expo_alt_abs_k=k/2_kh=k/2,128,16,1.658473df12154p+48,3570811305220
bucket_expo_alt_abs_k=k/2_kh=k/2,128,17,1.5a7012fb523d2p+48,3572905641322
bucket_expo_alt_abs_k=k/2_kh=k/2,128,18,1.4fbbd5846b7d9p+48,3558412431190
bucket_expo_alt_abs_k=k/2_kh=k/2,128,19,1.5f8dd7d91e918p+48,3575543432518
bucket_expo_alt_abs_k=k/2_kh=k/2,128,20,1.681846f82f269p+48,3541528386040
bucket_expo_alt_abs_k=k/2_kh=k/2,128,21,1.603f4687a057p+48,3559027319464
bucket_expo_alt_abs_k=k/2_kh=k/2,128,22,1.4e78ff2d72a1fp+48,3578604130654
bucket_expo_alt_abs_k=k/2_kh=k/2,128,23,1.60cadf5518874p+48,3582177122764
bucket_expo_alt_abs_k=k/2_kh=k/2,128,24,1.85cb6a00fb712p+48,3569790134110
bucket_expo_alt_abs_k=k/2_kh=k/2,128,25,1.6ab53508201e9p+48,3572903949310
bucket_expo_alt_abs_k=k/2_kh=k/2,128,26,1.70082a0380a1cp+48,3592713372046
