sketch_type,k,n_trial,estimate,exact
bucket_expo_alt_abs_k=k/2_kh=k/2,64,1,1.45f772327658cp+63,12436198025098220
bucket_expo_alt_abs_k=k/2_kh=k/2,64,2,1.4b3b54cd2b578p+63,12519907972404086
bucket_expo_alt_abs_k=k/2_kh=k/2,64,3,1.9936a8dcf3dbbp+63,12474512748984188
bucket_expo_alt_abs_k=k/2_kh=k/2,64,4,1.42c9ec62da2b2p+63,12459709273418144
bucket_expo_alt_abs_k=k/2_kh=k/2,64,5,1.6a108c3c4971ep+63,12613480629937870
bucket_expo_alt_abs_k=k/2_kh=k/2,64,6,1.562d81ed2c44ep+63,12470691725696900
bucket_expo_alt_abs_k=k/2_kh=k/2,64,7,1.58bafd350ce14p+63,12685713400037184
bucket_expo_alt_abs_k=k/2_kh=k/2,64,8,1.6cf3ff6ab0b85p+63,12319089425880284
bucket_expo_alt_abs_k=k/2_kh=k/2,64,9,1.775896e3a8ae8p+63,12391881312636844
bucket_expo_alt_abs_k=k/2_kh=k/2,64,10,1.69ed0f2ec0097p+63,12511785310030174
bucket_expo_alt_abs_k=k/2_kh=k/2,64,11,1.49a98bd34427p+63,12552550397492592
bucket_expo_alt_abs_k=k/2_kh=k/2,64,12,1.4b0b85395665fp+63,12472119216427434
bucket_expo_alt_abs_k=k/2_kh=k/2,64,13,1.8808ab06a9336p+63,12428728395746658
bucket_expo_alt_abs_k=k/2_kh=k/2,64,14,1.63116be65d68bp+63,12444121499870438
bucket_expo_alt_abs_k=k/2_kh=k/2,64,15,1.7f706c13a3f45p+63,12717839958576860
bucket_expo_alt_abs_k=k/2_kh=k/2,64,16,1.844dfba06f84ap+63,12482763046118708
bucket_expo_alt_abs_k=k/2_kh=k/2,64,17,1.7832370a1831ep+63,12524026422337960
bucket_expo_alt_abs_k=k/2_kh=k/2,64,18,1.c2118a970e6acp+63,12431537193300532
bucket_expo_alt_abs_k=k/2_kh=k/2,64,19,1.5766f175f5e86p+63,12484444735341404
bucket_expo_alt_abs_k=k/2_kh=k/2,64,20,1.70d9b7efcc33ap+63,12307510441415702
bucket_expo_alt_abs_k=k/2_kh=k/2,64,21,1.6f3985c805e7fp+63,12453981276838418
bucket_expo_alt_abs_k=k/2_kh=k/2,64,22,1.619a6775f8526p+63,12558186550188334
bucket_expo_alt_abs_k=k/2_kh=k/2,64,23,1.6b28528e1048ep+63,12565818216305922
bucket_expo_alt_abs_k=k/2_kh=k/2,64,24,1.4c55ead194ab5p+63,12471852300130950
bucket_expo_alt_abs_k=k/2_kh=k/2,64,25,1.42c62dd2b5223p+63,12523127324401940
bucket_expo_alt_abs_k=k/2_kh=k/2,64,26,1.7045288df209bp+63,12627205450861198
bucket_expo_alt_abs_k=k/2_kh=k/2,64,27,1.4604e438178b2p+63,12375061407181374
bucket_expo_alt_abs_k=k/2_kh=k/2,64,28,1.3f9e4be9273acp+63,12616586304701210
bucket_expo_alt_abs_k=k/2_kh=k/2,64,29,1.648ef9c8ffa14p+63,12485550329241074
bucket_expo_alt_abs_k=k/2_kh=k/2,64,30,1.75a35eaebe91ap+63,12454935017584486
bucket_expo_alt_abs_k=k/2_kh=k/2,128,1,1.847b31f71be5ap+63,12436198025098220
bucket_expo_alt_abs_k=k/2_kh=k/2,128,2,1.9f6c0f936e594p+63,12519907972404086
bucket_expo_alt_abs_k=k/2_kh=k/2,128,3,1.6500fafc4de4cp+63,12474512748984188
bucket_expo_alt_abs_k=k/2_kh=k/2,128,4,1.8b64e23fad21p+63,12459709273418144
bucket_expo_alt_abs_k=k/2_kh=k/2,128,5,1.5f0cfc900a384p+63,12613480629937870
bucket_expo_alt_abs_k=k/2_kh=k/2,128,6,1.9317c5866cad2p+63,12470691725696900
bucket_expo_alt_abs_k=k/2_kh=k/2,128,7,1.5b33dacd1fb7ap+63,12685713400037184
bucket_expo_alt_abs_k=k/2_kh=k/2,128,8,1.7d1e8faaed461p+63,12319089425880284
bucket_expo_alt_abs_k=k/2_kh=k/2,128,9,1.8dcc9d455e0d2p+63,12391881312636844
bucket_expo_alt_abs_k=k/2_kh=k/2,128,10,1.94f10d0f7102p+63,12511785310030174
bucket_expo_alt_abs_k=k/2_kh=k/2,128,11,1.a82fab49f2817p+63,12552550397492592
bucket_expo_alt_abs_k=k/2_kh=k/2,128,12,1.5dd952d91980ep+63,12472119216427434
bucket_expo_alt_abs_k=k/2_kh=k/2,128,13,1.9bd1ba7b3991bp+63,12428728395746658
bucket_expo_alt_abs_k=k/2_kh=k/2,128,14,1.bb851c2ff904p+63,12444121499870438
