sketch_type,k,n_trial,estimate,exact
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,1,1.c222a669c7784p+41,3572770764694
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,2,1.ca2254acc8ebep+41,3563884895890
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,3,1.d1f25d6b165ffp+41,3619782139276
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,4,1.c79eb903b1205p+41,3583664440510
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,5,1.bedd57db1dabbp+41,3580844815594
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,6,1.bc68456d59aa2p+41,3549023045236
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,7,1.c395e185d0c2cp+41,3587958391606
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,8,1.c26b6629f1053p+41,3579715741546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,9,1.ba3dfc319a997p+41,3611400741028
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,64,10,1.b656332b1d8a1p+41,3593074570120
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,1,1.9fa75d2d0362ep+41,3572770764694
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,2,1.a89fb11772b17p+41,3563884895890
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,3,1.9db3ba364a5a5p+41,3619782139276
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,4,1.abf445c2fbef9p+41,3583664440510
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,5,1.9c8988c525bdap+41,3580844815594
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,6,1.a64158ad3872ap+41,3549023045236
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,7,1.abdf65a337c91p+41,3587958391606
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,8,1.a7bf05be86d8cp+41,3579715741546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,9,1.aea12a6224738p+41,3611400741028
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,128,10,1.aff44e2003536p+41,3593074570120
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,1,1.a4baa155ef8c3p+41,3572770764694
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,2,1.9fbb90dcb2dbp+41,3563884895890
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,3,1.a7d8a20117166p+41,3619782139276
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,4,1.a61afc21a787ap+41,3583664440510
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,5,1.a5eebcaffebabp+41,3580844815594
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,6,1.9f61f2e001005p+41,3549023045236
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,7,1.a76ac181afaa5p+41,3587958391606
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,8,1.a367b4688716fp+41,3579715741546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,9,1.a91ec0a863fe3p+41,3611400741028
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,256,10,1.a691ef0b291d7p+41,3593074570120
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,1,1.a115bbcf95a6p+41,3572770764694
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,2,1.9df90a259dd2dp+41,3563884895890
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,3,1.a64317e4a8f3fp+41,3619782139276
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,4,1.a200553fb4584p+41,3583664440510
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,5,1.a1439457bd481p+41,3580844815594
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,6,1.9cd9b6a673631p+41,3549023045236
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,7,1.a1dfdda61ac75p+41,3587958391606
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,8,1.a2a0b339b0063p+41,3579715741546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,9,1.a2899f96dc7d6p+41,3611400741028
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,512,10,1.a1b584e48fe2p+41,3593074570120
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,1,1.9c2fdbd9f255ep+41,3572770764694
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,2,1.9dccf2271a9a3p+41,3563884895890
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,3,1.a5c2fa3b9aa2dp+41,3619782139276
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,4,1.9ef4f71625c7ap+41,3583664440510
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,5,1.9ef0dbf963b1fp+41,3580844815594
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,6,1.9c435fdbf0da9p+41,3549023045236
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,7,1.9ffdae18dd5cep+41,3587958391606
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,8,1.a09bc99039397p+41,3579715741546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,9,1.a382b788895e6p+41,3611400741028
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,1024,10,1.a07eccae659a5p+41,3593074570120
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,1,1.9cd536073b94bp+41,3572770764694
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,2,1.9cef055789bf6p+41,3563884895890
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,3,1.a26f1339bc786p+41,3619782139276
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,4,1.a250847a69ffep+41,3583664440510
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,5,1.9f221105623fdp+41,3580844815594
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,6,1.9d065ad60a6e6p+41,3549023045236
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,7,1.9f50910d2ce3cp+41,3587958391606
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,8,1.a0483af3a4f59p+41,3579715741546
central_bucket_expo_abs_0.001_k=k/2_kh=k/2,2048,9,1.a51e8e8e8104cp+41,3611400741028
